stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
2,19,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,
2,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
4,361,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,90,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,6,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,5,TRUE,,,,TRUE,,,TRUE,,
2,8,TRUE,,FALSE,,FALSE,TRUE,,TRUE,,
4.5,5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2.5,33,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,9,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
4,5,TRUE,FALSE,TRUE,TRUE,TRUE,,,None,TRUE,TRUE
3,17,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,576,TRUE,None,TRUE,TRUE,None,FALSE,TRUE,None,TRUE,TRUE
2,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,7,TRUE,,,,,,,TRUE,,
3,13,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2.5,42,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,98,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,
4,7,TRUE,,FALSE,,TRUE,TRUE,TRUE,,,
2.5,22,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,295,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3.5,73,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE
3,13,TRUE,FALSE,,,,,TRUE,,TRUE,
3.5,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,
3.5,96,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,7,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,,
4.5,15,,,,,,,,,,
2,18,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3.5,41,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4,110,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3.5,17,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2.5,18,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,6,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
1.5,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,38,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
4,251,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,26,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3.5,165,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2,24,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,97,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,27,TRUE,,,,None,,,None,,
3.5,6,,,,,,,,,,
2,17,FALSE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,88,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2,110,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,47,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
4,42,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1.5,24,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,23,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,13,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE
2,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4,156,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,123,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2.5,7,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,,
4.5,44,,,,,TRUE,,,TRUE,TRUE,
4,34,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE
4,41,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,
1.5,52,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2,10,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,166,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,38,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,67,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,
2,70,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,45,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,16,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,44,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,84,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4.5,7,,,FALSE,,TRUE,,TRUE,,,
3,502,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,8,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,28,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,25,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,10,,,,FALSE,None,,,TRUE,,
1.5,15,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,56,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
3.5,146,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,10,TRUE,,FALSE,,TRUE,FALSE,TRUE,TRUE,,TRUE
1.5,41,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3.5,51,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3.5,56,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4,22,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,12,TRUE,TRUE,,,TRUE,,,TRUE,,
4,295,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,269,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,5,,,,,TRUE,,,TRUE,,
3,43,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,37,TRUE,,FALSE,,TRUE,TRUE,TRUE,,TRUE,
2,12,,,,,TRUE,,,TRUE,,
3,8,,TRUE,,,TRUE,TRUE,,FALSE,,
3,164,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,12,,FALSE,FALSE,,TRUE,,,TRUE,TRUE,
2,10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,47,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,46,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,10,,,,,,,,TRUE,,
3.5,11,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,17,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
4,314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3.5,7,,FALSE,,,,TRUE,,TRUE,TRUE,
4,16,,,,TRUE,None,,,None,,
4,155,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,46,TRUE,TRUE,FALSE,,None,TRUE,,None,TRUE,TRUE
4.5,310,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
3,9,,,FALSE,,,,,FALSE,TRUE,
1,5,TRUE,,TRUE,,TRUE,FALSE,,FALSE,,
4,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,636,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,66,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,46,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4.5,47,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE
3.5,7,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE
2,6,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,
3.5,9,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,TRUE,FALSE,TRUE
4,60,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,10,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,,TRUE
3.5,18,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,7,TRUE,,FALSE,,TRUE,TRUE,FALSE,FALSE,,
4.5,240,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,100,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,FALSE
2,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,65,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,128,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,8,TRUE,,,,TRUE,,,,,TRUE
4,31,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,None,FALSE,TRUE
3.5,254,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,196,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,43,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3.5,54,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,20,,,,FALSE,TRUE,TRUE,,TRUE,,
3,5,,,FALSE,,,,,TRUE,,
3.5,284,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,49,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,115,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,12,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
4,170,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,6,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2.5,76,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,325,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3,14,TRUE,TRUE,None,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,7,TRUE,,,,TRUE,,,FALSE,,
3,21,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,5,,,FALSE,,TRUE,TRUE,,,,
3,12,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,8,,,,,FALSE,,,TRUE,TRUE,
1.5,12,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
2,12,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,5,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,TRUE,TRUE
2.5,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,8,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4,7,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,
2,7,TRUE,TRUE,TRUE,,,FALSE,TRUE,FALSE,TRUE,
3.5,51,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,45,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4.5,17,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,FALSE
1.5,18,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
3.5,8,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,
3.5,39,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,8,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE
4,233,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,28,TRUE,TRUE,,,TRUE,TRUE,TRUE,FALSE,TRUE,
4,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
3.5,9,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
4.5,19,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,11,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,
2.5,91,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,14,,,,,FALSE,,,TRUE,TRUE,
5,10,,,,,,,,,,
2.5,13,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,122,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,13,,,,,TRUE,,,TRUE,,
2.5,46,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,36,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,32,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,56,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,12,TRUE,,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,
3,190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
3,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
2.5,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,154,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,32,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,14,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,9,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,9,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,TRUE,
2.5,32,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,65,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,25,TRUE,TRUE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,12,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4,97,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1,12,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,33,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,13,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,
2,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,49,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,34,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,30,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,577,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,1141,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2.5,18,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,218,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,5,,,,,FALSE,,,TRUE,TRUE,
2.5,97,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,33,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,92,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,243,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,7,TRUE,,FALSE,,TRUE,,TRUE,FALSE,,
3,6,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,21,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,None,TRUE,
4,91,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,92,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1.5,29,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,
3.5,146,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
1.5,77,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4,127,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,166,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,350,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
3.5,33,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3,65,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,84,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,421,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,9,,,,,,,,FALSE,,
2.5,8,,,,,FALSE,,,TRUE,,
4,9,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,TRUE
1.5,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2,6,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1.5,29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1,10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2.5,12,,,,,TRUE,,TRUE,TRUE,TRUE,
2.5,10,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE
4,55,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,151,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,16,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,35,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,23,,,,,TRUE,,,TRUE,,
2.5,37,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,153,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,7,TRUE,,FALSE,,,TRUE,TRUE,TRUE,,
3.5,379,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5,6,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,TRUE
4,319,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,89,,,,,TRUE,,,TRUE,,
4,27,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,22,None,,TRUE,,None,,,None,,None
4,57,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,77,TRUE,TRUE,None,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1.5,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4.5,5,,,,,TRUE,,,,,
3.5,43,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3.5,151,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,9,,,,,,,,,,
2,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,197,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,272,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1.5,25,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,25,,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4,444,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4.5,63,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,FALSE,FALSE
2.5,12,TRUE,,,,FALSE,,,None,,
2,59,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,118,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,8,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,53,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,6,,,,,,,,TRUE,,
